gene	WT_0.5mM	WT_10mM	arp6_0.5mM	arp6_10mM	cluster_6_pearson	cluster_6_pearson_color
AT3G27560	1.0596394681472492	0.7513609091925798	-0.8809791756523907	-0.9300212016874377	3	#BEBADA
AT5G46630	1.0628043957077125	0.8266513990310402	-0.8861818345987283	-1.0032739601400233	3	#BEBADA
AT1G10920	-0.624057043023959	-1.0518992665320601	0.9135147680960459	0.7624415414599734	1	#8DD3C7
AT1G76790	-0.7409165196340181	-0.6035442275254301	0.7548543390782223	0.5896064080812232	2	#FFFFB3
AT5G20400	-0.4713440751736288	-1.0606292774026418	0.9644679949034674	0.5675053576728022	1	#8DD3C7
AT2G41990	-0.8458423398839008	-0.7623097717011137	1.0408530577251622	0.567299053859852	2	#FFFFB3
AT1G06640	0.687615866158599	0.9413492845318371	-0.7422592667350608	-0.8867058839553736	3	#BEBADA
AT1G21100	-1.0216877890682472	-0.39555384623010914	0.7433055018160667	0.67393613348229	2	#FFFFB3
AT2G40765	-0.3650745424960403	-1.1782239080583023	1.0262408871666155	0.5170575633877253	1	#8DD3C7
AT3G16180	-0.9831152169059816	-0.8770456958900096	1.0970320701962413	0.7631288425997492	2	#FFFFB3
AT3G59380	1.0381005335898301	0.806723464618621	-0.7581641025393449	-1.0866598956691056	3	#BEBADA
AT1G26930	0.6512675962729441	1.084306660753571	-0.8686008848365455	-0.8669733721899687	3	#BEBADA
AT3G16660	0.6088362908671027	0.8714868785499362	-0.7604330205949961	-0.7198901488220423	3	#BEBADA
AT1G09560	0.6656035302426854	1.126849176107947	-0.8370280642848373	-0.9554246420657961	3	#BEBADA
