gene	arp6_0.5mM_1	arp6_0.5mM_2	arp6_0.5mM_3	WT_10mM_1	WT_10mM_2	WT_10mM_3	arp6_10mM_1	arp6_10mM_2	arp6_10mM_3	WT_0.5mM_1	WT_0.5mM_2	WT_0.5mM_3	cluster_6_pearson	cluster_6_pearson_color
AT3G28160	-0.9422323093676356	-0.9422323093676356	-0.9422323093676356	0.8943728890427858	1.164088011993218	0.516288223570681	-0.9422323093676356	-0.9422323093676356	-0.9422323093676356	1.0422716704565385	1.2325396269726268	0.8038334341699639	6	#FDB462
AT3G28320	0.8173179890108389	1.1141749891710122	0.9005618663359081	-0.9417898557223912	-0.9417898557223912	-0.9417898557223912	1.2222821204421506	0.4903363383677026	1.106065831006735	-0.9417898557223912	-0.9417898557223912	-0.9417898557223912	2	#FFFFB3
AT3G28340	-0.6592577059571698	-0.11537273006466457	-1.4265042993617874	0.4326286520480251	-0.0442153229203083	2.0648367222573367	-0.8369071115410984	-0.5837241833250132	-0.7954126687997362	1.494496893019587	0.3879279209846084	0.08150383366022254	6	#FDB462
AT3G28360	0.552164829792984	1.5795801746787288	0.18750513852497563	-0.8800116957567619	-0.9063459658300399	-1.0846807780063823	1.4665825189523114	0.8858648281997322	0.6449120466302384	-0.6410577433130382	-0.9326271549201799	-0.8718861989525686	2	#FFFFB3
AT3G28380	0.306028396818508	2.074591189612303	0.031174949737684397	-1.5120402777350799	-1.4139849262404145	-0.4736741280097062	0.023587390148128457	0.9990490325089144	0.8785919658109096	-0.43613307728360357	-0.14690786934510364	-0.3302826460225415	2	#FFFFB3
AT3G28500	1.750826562604113	0.46252497829307304	0.0016433057198396441	-0.7229635425009263	-0.7247774175464838	-1.0201718650637153	1.2135511200851106	1.0314635258637066	0.7556754187322187	-0.8828775767217838	-0.8781894316797865	-0.9867050777853655	2	#FFFFB3
AT3G28840	-0.4684515132228664	-0.8905358190636634	-0.8905358190636634	1.1500000634846788	1.0605303391899668	1.601875700274509	-0.8905358190636634	-0.8905358190636634	-0.757889766991321	-0.15145415964743883	1.389025761503085	-0.26149314833596	6	#FDB462
AT3G28875	-0.9634885718859727	-0.9122830538125879	-1.031823774127881	0.45480327238407414	0.9988106749615379	0.9050720683812025	-1.031823774127881	-0.9251936543843219	-0.7741199551650464	0.9681556458804473	1.0522779854759772	1.2596131364204524	6	#FDB462
AT3G28880	-0.9608757877194056	-0.9877402618179928	0.21761096951875467	0.6212298915610694	0.4734104878546826	0.7842185479186681	-1.1599730952344744	-1.1671118030894967	-1.0845744021378663	0.8708199477230464	0.794508181901926	1.5984773235210883	6	#FDB462
AT3G28945	-0.42864458947026596	-0.8318617535889354	-0.9282066170681392	1.004820578077576	0.3186333424231458	0.806941806651249	-1.099175103772047	-0.7142979487937767	-1.1012302483654912	0.04402962039163124	1.0917974469733787	1.8371934665416758	6	#FDB462
AT3G29120	0.9240633215956219	0.4859005523074204	1.1130829411281569	-0.9434727049807858	-0.9376041129575844	-0.9354357548637933	1.388012459439787	1.16477735943531	0.45295850218159905	-0.9824124540059316	-0.668777068090056	-1.0610930411897448	2	#FFFFB3
AT3G29156	0.5084213458561913	0.8621877100117458	0.64825565803147	-1.1535482620210478	-0.9924985515387207	0.8326792315715013	0.95322525409406	1.1788679976893994	0.5881412660429005	-1.0568180632234343	-1.1544191458651316	-1.2144944406489335	2	#FFFFB3
AT3G29280	-1.387830168352601	-0.4331557866206564	0.049187928362537645	0.30276074201732633	1.7415042353297985	0.6687258534666676	-0.7967778358949125	-1.2388949069619875	-0.9521980786017098	-0.06522441307113998	1.0830791299813478	1.0288233003453293	6	#FDB462
AT3G29430	-1.3539328596745888	-1.1133247831245157	-0.026695613276151105	1.2759648747693237	1.2655010542167393	0.28449584774019965	-0.44059809718942905	-1.15736976764911	-0.7069442690733829	1.5694340061387233	0.3399832977746901	0.06348630934750309	5	#80B1D3
AT3G29631	0.9776222736122451	-0.46169010565304397	0.3145924892535395	-0.8212117331750364	-1.0109544189058235	-0.3620233184647395	1.008176103831586	0.9488169238979343	1.949281866518573	-0.9324118359184749	-0.9112043505889289	-0.6989938944078309	2	#FFFFB3
AT3G29639	0.22623420449820272	0.6122270088860906	-0.9538946427061521	-0.33418676884947157	-0.8464051108081022	-0.6655358357056693	2.391176188144387	1.046323651968522	0.42728544448727906	-0.7401250625910363	-0.8763260553978548	-0.2867730219261955	2	#FFFFB3
AT3G29642	-0.8588539820066435	-0.8988452530508246	-0.8988452530508246	0.3481647983586724	1.1874081138478456	0.16382437147412685	-0.8988452530508246	-0.8988452530508246	-0.8988452530508246	1.2919636811128137	1.5023651425015818	0.8593541399657254	6	#FDB462
AT3G29644	-0.9532044837857108	-0.9668337691043528	-0.9668337691043528	0.8154850165599432	0.9681899590122239	0.8520379397962622	-0.9363485283236807	-0.9384776212163534	-0.9668337691043528	0.938978296280602	1.0725417117536313	1.0812990172361414	6	#FDB462
AT3G29810	-0.7839516559824551	-1.0351519822444644	-1.1399494253313476	0.6036781135961851	0.8119960137499888	1.7447228223137834	-0.7288536227631134	-0.8259412586760008	-0.9494396827467884	0.9448946852655812	0.7707262981202804	0.5872696946983491	6	#FDB462
AT3G30720	-0.800158227234043	-1.0032183702589619	-1.1839952911881122	0.6359518438622963	0.4537923670907996	1.2481992501553512	-0.9363378563333128	-1.0227425843723483	-0.5715848080967711	1.098223183467604	0.7576822394836505	1.324188253423848	6	#FDB462
AT3G32040	2.51317718286774	1.2648437970662307	0.3622203070701315	-0.3730295577766714	-0.7584387308597518	-0.9052252977178639	-0.18498282397626467	0.02644216089575243	-0.2386958022989793	-0.17727002014522106	-0.5127348169405146	-1.0163063981845883	2	#FFFFB3
AT3G32920	0.903607609657185	0.5617005470553701	2.223215065776202	-0.8324400572240049	-0.8324400572240049	-0.8324400572240049	0.036147334405926525	0.42697266638297754	0.80429364290116645	-0.8324400572240049	-0.7937365800588028	-0.8324400572240049	2	#FFFFB3
AT3G32925	0.5882325374392016	0.8495184300911818	1.5960540462505677	-0.8547819174144387	-0.9107358137780124	-0.9351224510112675	0.4355644272301202	1.3770894087411332	0.5968333015355107	-0.9351224510112675	-0.8999257771402216	-0.907603740932508	2	#FFFFB3
AT3G33520	-0.9259212970264354	-0.9591176729811186	-0.9606766077864766	0.9340948146969063	0.986601977874902	0.7735203918327214	-0.9517067485219808	-0.9530284881757612	-0.9438729842264378	0.7754352077911987	0.9189104277958092	1.3057609787266728	6	#FDB462
AT3G42658	-0.8880634982760346	-0.8754474487060335	-0.8880634982760346	1.5464264102104253	0.8740280906833546	1.6000561966057238	-0.8578173678392242	-0.8880634982760346	-0.8812641328676647	0.35131489430763	0.6825259111193529	0.22436794131453985	6	#FDB462
